education_id,title,description,date_range,candidate_id,degrees_amt
3015,Singapore American School,"High School Diploma, High School/Secondary Diplomas and Certificates",2002 – 2008,3590,2
3017,Universidad de Montevideo,Ingeniería en Informática,2014 – 2018,3592,2
3018,Universidad de la República,Ingeniería en Computación,2011 – 2013,3592,2
3019,Universidad Católica del Uruguay 'Dámaso Antonio Larranaga',Computer Science Engineer,2008 – 2012,3593,1
3022,Universidad ORT Uruguay,"Graphic & Web Designer, Graphic & Web Design",2009 – 2012,3595,1
3025,Universidad ORT Uruguay,,,3598,1
3027,Universidad ORT Uruguay,"Licentiate degree, Information Technology",2000,3599,2
3029,Universidad de la República,"Master in Innovation Management, Business Administration and Management, General",2019 – 2021,3601,2
3030,Universidad de la República,"Software Engineer, Computer Science",2008 – 2019,3601,2
3033,Universidad Católica del Uruguay 'Dámaso Antonio Larranaga'​,"Engineer, Computer Engineering",1998 – 2004,3603,1
3034,Universidad de la República,"Master's Degree, Formal methods",2006 – 2009,3604,2
3035,Universidad de la República,"Bachelor's Degree, Computer Science/Engineering",1999 – 2004,3604,2
3037,University of Information Sciences,"Bachelor of Science (B.S.), Computer Software Engineering",2002 – 2007,3606,4
3038,--,,,3606,4
3039,--,,,3606,4
3040,Pre,,,3606,4
3041,Universidad Pontificia de Salamanca,"Master, Comercio Electrónico",2005 – 2007,3607,2
3042,Universitario Autónomo del Sur,"Ingeniera, en Informática",2000 – 2004,3607,2
3043,ITS Buceo,"Computer Technologist, Information Technology",2015 – 2019,3608,3
3044,ITS Buceo,"Telecommunications and network technology, Information Technology",2007 – 2008,3608,3
3045,ITS Buceo,"Technological Bachelor of Computer Processing and Maintenance, Information Technology",2000 – 2002,3608,3
3046,"Facultad de Arquitectura, Universidad de la República",Architecture,1995 – 2001,3609,3
3047,I.U.D.E.P. Instituto Uruguayo de Estudios Pre-Universitarios,"Bachiller, Architecture",1992 – 1994,3609,3
3048,Colegio Richard Anderson,Educacion primaria y secundaria,1982 – 1991,3609,3
3051,Universidad de la República,Electrical Engineering,2001 – 2007,3611,2
3052,Universidad ORT Uruguay,Programmer,1999 – 2000,3611,2
3053,Universidad ORT Uruguay,,,3612,2
3054,Universitarío Autónomo del Sur,"Tecnico en soporte de PC´s y redes, Information Technology",2007 – 2007,3612,2
3055,Purdue University,"BS Tech, Computer Technology",August 1993 – December 1997,3613,1
3056,Arizona State University,"B.S.E, Computer Systems Engineering",1999 – 2003,3614,1
3057,Full Sail Real World Education,"Associate of Science, Game Design & Development",November 2003 – February 2005,3615,4
3058,California State University at San Bernardino,"Bachelor of Science, Computer Science",September 1995 – 1999,3615,4
3059,Victor Valley Junior College,"Associate of Science, Computer Science",September 1991 – 1995,3615,4
3060,Victor Valley Junior College,"Associate of Art, Liberal Arts",September 1991 – 1995,3615,4
3061,Universidade Federal do Rio de Janeiro,"Master’s Degree, Computer Software Engineering",2000 – 2003,3616,3
3062,Universidade Federal do Rio de Janeiro,"Bachelor's degree, Computer Science",1996 – 2000,3616,3
3063,Carnegie Mellon University,"Certificate, Introduction to the Capability Maturity Model Integration",2006 – 2006,3616,3
3064,California State University-Long Beach,,2005 – 2008,3617,1
3065,Udacity,"Nanodegree, Full Stack Web Development",2015 – 2015,3618,3
3066,Academy of Art University,Graphic Design,2009 – 2012,3618,3
3067,Cerritos College,Computer Science,2007 – 2009,3618,3
3068,Instituto Infnet,"Master's Degree, Big Data, Big Data, Data Science, Machine Learning",2015 – 2017,3619,5
3069,Estácio,"Bachelor, Information Technology",2007 – 2010,3619,5
3070,Pontifícia Universidade Católica do Rio de Janeiro,"Bachelor, Information Technology",2001 – 2006,3619,5
3071,Pontifícia Universidade Católica do Rio de Janeiro,"Technical, Information Technology",1998 – 2001,3619,5
3072,Universidade do Estado do Rio de Janeiro,"Bachelor, Geology/Oceanography",1998 – 2001,3619,5
3073,University of Waterloo,"Bachelor of Applied Science (BASc), Electrical Engineering",2001,3620,1
3074,California State University-Long Beach,Computer Engineering,2014,3621,3
3075,Long Beach City College,Computer Science,2010 – 2014,3621,3
3076,Paramount High School,,2006 – 2010,3621,3
3077,Oregon State University,"Bachelor of Science (BS), Computer Science",1996 – 2001,3622,2
3078,Oregon State University,"Bachelor of Science (BS), Computer Engineering",1996 – 2001,3622,2
3079,Universidad de la República,"Software Engineer, Computer Software Engineering",2004 – 2012,3623,2
3080,University of Cambridge,"First Certificate, English",2000 – 2001,3623,2
3081,Christian Brothers / Stella Maris - MVD Uruguay,"International Baccalaureate, Engineering",2003 – 2006,3624,2
3082,St. Catherine's School / MVD Uruguay,,1993 – 2003,3624,2
3083,Universidad ORT Uruguay,"Analista Programador, Information Technology",2013 – 2016,3626,2
3084,Universidad de la República,Traductor Público en Inglés,2008 – 2012,3626,2
3085,Universidad ORT Uruguay,Analista en Tecnologías de la Información,2007 – 2011,3627,2
3086,Universidad de la República,Ingeniería en Computación,2003 – 2009,3627,2
3089,Universidad de la República,"Computer Engineering, Engineering",1996 – 2013,3630,2
3090,Lycée Français de Montevideo,,1981 – 1995,3630,2
3091,Udacity,Artificial Intelligence,2018 – 2018,3631,1
3092,Universidad de la República,,2003 – 2008,3632,1
3095,Universidad ORT Uruguay,,,3635,1
3096,Universidad de la República,Software engineering,2003 – 2009,3636,4
3097,Instituto Bios,Programador Java,2006 – 2006,3636,4
3098,Universidad ORT Uruguay,Programación Visual Basic Orientada a Objetos,2003 – 2004,3636,4
3099,Universidad ORT Uruguay,Software engineering,2010,3636,4
3103,Universidad de la República,,1998 – 2003,3638,1
3104,Faculdade de Tecnologia de São Paulo,"Information Security, IT - Information Technology",2014 – 2016,3639,1
3105,Universidad ORT Uruguay,,1999 – 2004,3640,1
3106,Universidad de la República,"Master’s Degree, Information Systems",2016 – 2018,3641,3
3107,Universidad de Montevideo,"Engineer's Degree, Telematics",2009 – 2014,3641,3
3108,The British Schools,,1998 – 2008,3641,3
3109,Universidad ORT Uruguay,Analista Programador,,3642,1
3110,Universidad de la República,"Master's degree, Computer Science",2009 – 2013,3643,2
3111,Universidad de la República,"Engineer's degree, Computer Software Engineering",2001 – 2008,3643,2
3112,Universidad ORT Uruguay,"Computer Programming/Programmer, General",2015 – 2016,3644,3
3113,Dodgeville High School,High School,2008 – 2012,3644,3
3114,Abstracta Academy,"Certification in Performance Testing with JMeter and BlazeMeter, Software Engineering",,3644,3
3115,Universidad de la República,"Analista en Computacion, Computer Science",2005 – 2014,3645,2
3116,Universidad de la República,"Engineer's Degree, Computer Science",2005,3645,2
3117,Universidad de la República,,1997 – 2009,3646,2
3118,BIOS,"Analista de Sistemas, Analista de Sistemas",2004 – 2006,3646,2
3121,Universidad de la Republica,"Licenciatura en Ciencias Biológicas, Microbiología",,3648,2
3122,Universidad de la República,"Master's degree, Bioinformatics",,3648,2
3124,Universidad de la República,"Systems Analyst, Software engineering, Computing, Computer science",2003 – 2011,3651,2
3125,as,,,3651,2
3126,Bios,"PIC Microcontroller Programmer, PIC Microcontrollers (Hardware and programming).",2015 – 2015,3653,5
3127,ORT,AS3 Programmer,2008 – 2009,3653,5
3128,BIOS,System Analyst,2006 – 2009,3653,5
3129,ORT,AS2 Programmer,2006 – 2007,3653,5
3130,Taller de Informatica,"Setup and Repair PC, PC Setup and Repair",2003 – 2004,3653,5
3131,Universidad ORT Uruguay,,2012 – 2016,3654,1
3132,"Facultad de Ingeniería, UdelaR",,2007,3655,3
3133,"Liceo Justo P. Rodriguez, Cardona",Opción Científico,,3655,3
3134,"Escuela Nº 9, Martín José Artigas, Cardona",,,3655,3
3135,Universidad de la República,"Ingeniero en Computación (Software Engineer), Computer Software Engineering, Software Testing, QA, Test Automation",2002 – 2012,3656,4
3136,Universidad de la República,"Computer Systems Analyst, Software engineering, Software Testing, QA",2002 – 2011,3656,4
3137,Alianza Cultural Uruguay Estados Unidos,"First - ECCE, English",2009 – 2010,3656,4
3138,Escuela Técnica del Buceo,"Bachellor ""Procesamiento y mantenimiento informático"", Software develop, hardware support, software analysis",1999 – 2001,3656,4
3139,Universidad ORT Uruguay,"Licenciado en Sistemas, Systems Analyst",1997 – 2004,3657,2
3140,Saint Catherine's School,,1986 – 1993,3657,2
3141,Universidad ORT Uruguay,"Programador Orientado a Objetos, Programación, POO",2008 – 2010,3658,2
3142,University of Cambridge,"Certificate of Proficiency in English, Lengua y literatura inglesa, general",1992 – 2004,3658,2
3143,Universidad de la República,"Engineer, IT, Operating Systems, Networking, System Design, Software Engineering",1994 – 2002,3659,2
3144,Universitario Autónomo del Sur,"Analista de Sistemas, Information Technologies",1991 – 1994,3659,2
3145,Universidad de la República,"Magíster en Informática, Optimization, Stochastic Programming",2013 – 2017,3660,2
3146,Universidad de la República,"Ingeniero en Computación, Software Engineering",2000 – 2006,3660,2
3149,Technická univerzita vo Zvolene,"Master's degree, Mechatronics, Robotics, and Automation Engineering",2000 – 2006,3662,1
3150,Universidad de la República,"Ingeniera en Computación, Computer Software Engineering",2010 – 2015,3663,6
3151,Free University of Bozen-Bolzano,"28th European Summer School in Logic, Language and Information, Information Technology",2016 – 2016,3663,6
3152,Universidad de la República,"Continuing education, Computer Software Engineering",2015 – 2015,3663,6
3153,University of Buenos Aires,"Escuela de Ciencias Informáticas ECI 2015 - Facultad de Ciencias Exactas, Computer Science",2015 – 2015,3663,6
3154,University of Buenos Aires,Escuela de Ciencias Informáticas ECI 2014 - Facultad de Ciencias Exactas,2014 – 2014,3663,6
3155,Universidad de la República,"Master's degree, Computer Science",2016,3663,6
3156,Universidad de la República,"Master’s Degree, Informática",2012 – 2015,3664,2
3157,"Universidad de la República, Facultad de Ingeniería","Ingeniero en Computación, Computer Science",1991 – 1999,3664,2
3158,Universidad de la República,Computer Science,2008 – 2015,3665,1
3161,University Of Havana,"Drop off, Computer Science",2001 – 2005,3667,2
3162,Coursera,,,3667,2
3166,Indian Institute of Technology,"B.Tech, Computer Science and Engineering",2007 – 2011,3670,2
3167,"Indian Institute of Technology, Roorkee","Bachelor of Technology (B.Tech.), Computer Science",2007 – 2011,3670,2
3168,Universidad ORT Uruguay,"Ingeniero de Sistemas, Computer Software Engineering",2003 – 2009,3671,5
3169,Scrum Alliance,"Certified Scrum Master, Certified Scrum Developer",2015 – 2015,3671,5
3170,Hybris,Hybris Certified Core Developer,2013 – 2013,3671,5
3171,Universidad de la República,,2001 – 2003,3671,5
3172,University of Sydney,BSc(Arch),1995 – 1997,3671,5
3173,Universidad de la República,"Computer systems engineer, Computer science",2010 – 2010,3672,1
3174,Universidad de las Ciencias Informáticas,"Engineer's Degree, Software Engineer",2005 – 2010,3673,1
3176,Ben-Gurion University of the Negev,"Bachelor of Science (BSc), Software Engineering",2012 – 2016,3675,1
3177,Norwegian University of Science and Technology (NTNU),Master of Technology,2004 – 2009,3676,1
3178,Simon Fraser University,"Bachelor’s Degree, Computer Engineering",2011 – 2016,3677,1
3179,The University of Texas at Austin,"BS, Computer Science",2013 – 2018,3678,1
3180,Cornell University,"MPS, Computer and Information Sciences, General",2015 – 2015,3679,3
3181,Cornell University,"Bachelor of Arts and Sciences, Information Science",2011 – 2014,3679,3
3182,Boston College High School,Obtained a high school diploma,2007 – 2011,3679,3
3183,KTH Royal Institute of Technology,"Master's degree, Industrial Engineering, Computer Science",2002 – 2006,3680,1
3184,University of Southern California,"Bachelor of Science, Computer Science and Business Administration",2013 – 2017,3681,1
3185,Cornell University,"Master of Engineering - MEng, Computer Science",2017 – 2017,3682,3
3186,Cornell University,"Bachelor of Science (BS), Computer Science",2013 – 2017,3682,3
3187,Half Hollow Hills High School East,High School,2009 – 2013,3682,3
3188,Harvey Mudd College,"Bachelor of Science, Engineering",2009 – 2013,3683,1
3189,Norwegian University of Science and Technology (NTNU),"Master of Science (M.S.), Computer Science",2002 – 2008,3684,1
3190,Hackbright Academy,Computer Software Engineering,2019 – 2019,3685,2
3191,Florida State University,"Bachelor’s Degree, Advertising",2012 – 2015,3685,2
3192,Massachusetts Institute of Technology,"Master of Engineering (M.Eng.), Computer Science",2014 – 2015,3686,2
3193,Massachusetts Institute of Technology,"B.S., Computer Science and Electrical Engineering",2010 – 2014,3686,2
3194,Fullstack Academy of Code,"Software Engineering Immersive, Full Stack Software Engineering",2019 – 2019,3687,2
3195,University of Washington,"Bachelor of Arts (B.A.), Comparative History of Ideas and Sales Certificate through the Foster School of Business",2012 – 2016,3687,2
3196,Cornell University,"Bachelor of Science (BS), Computer Science",2013 – 2016,3688,2
3197,Bridgewater-Raritan Regional High School,,2009 – 2013,3688,2
3198,Santa Clara University,Communication/Operation Management Information Systems (OMIS),2008 – 2011,3689,3
3199,Mission College,"Certificate of Proficiency, Real Estate",2015 – 2017,3689,3
3200,Archbishop Mitty High School,"Diploma, High School/Secondary Diplomas and Certificates",2004 – 2008,3689,3
3204,Universidad ORT Uruguay,Programmer Analyst,2012 – 2016,3692,1
3205,Universidad ORT Uruguay,,2015 – 2021,3693,2
3206,Colegio y liceo Ingles,High school,2010 – 2015,3693,2
3207,Universidad ORT Uruguay,"Dropout, Computer Science",1985 – 1986,3694,4
3208,Escuela Francia,,,3694,4
3209,Instituto Americano,,,3694,4
3210,Liceo Zorilla,,,3694,4
3211,Universidad Tecnológica Nacional,"System Information Engineer, System Information",2014,3695,5
3212,"E.T. N° 26 ""Confederación Suiza""","Computer technical, Graphic Design; Web Design",2008 – 2013,3695,5
3213,freeCodeCamp,"Full Stack Web Development Certification, Computer Software Engineering",2017 – 2018,3695,5
3214,English School C.E.C.I.E.,"English, Upper-intermediate",2008 – 2011,3695,5
